schema_id,template_id,authored_template_id,category_path,parent_category,leaf_category,sub_category,category_gr,cta_map_key,cta_url,template_status,subcategory_match_policy,match_mode,template_file,fingerprint,n_sections,n_rows_total,last_section,last_label,example_count,first_example
sha1:293cc0f2cfbf39bb0360257cda576140f03fd69b,ydronefosis,ydronefosis_electronet_labels_v1,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ > Ανεμιστήρες > Υδρονέφωσης,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ,Ανεμιστήρες,Υδρονέφωσης,Υδρονέφωσης,Υδρονέφωσης,https://www.etranoulis.gr/index.php?route=product/category&path=194_196_305,active,exact_subcategory,direct_single,resources/templates/electronet/ydronefosis.json,f077599ae4d05eca1c3e5bd57458a7841321521bf26f9e0ad4b36647501974c0,2,18,Γενικά Χαρακτηριστικά,Εγγύηση Κατασκευαστή,1,https://www.etranoulis.gr/primo-anemistiras-ydronefosis-prmf-80413-mavro
sha1:32d13476d880bbfd3ae37c21ac5cc54a9b11200f,antlies_thermotitas,antlies_thermotitas_electronet_labels_v1,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ > Αντλίες Θερμότητας > -,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ,Αντλίες Θερμότητας,,ΑΝΤΛΙΕΣ ΘΕΡΜΟΤΗΤΑΣ,ΑΝΤΛΙΕΣ ΘΕΡΜΟΤΗΤΑΣ,https://www.etranoulis.gr/klimatismos-thermansi/antlies-therm,active,exact_subcategory,direct_single,resources/templates/electronet/antlies_thermotitas.json,eba8c22700d3b87dcdc4465526b23a588fa50bf17b9944e61b9d4a16fa565090,4,23,Γενικά,Εγγύηση Κατασκευαστή,1,https://www.etranoulis.gr/klimatismos-thermansi/antlies-therm/toyotomi-hydria-plus-thmusg416-3r32
sha1:0971eeb87fd3fc48df2be7242bd0af92c6a15495,axesoyar_afygransis,axesoyar_afygransis_electronet_labels_v1,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ > Αφύγρανση Ιονιστές > Αξεσουάρ Αφύγρανσης,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ,Αφύγρανση Ιονιστές,Αξεσουάρ Αφύγρανσης,Αξεσουάρ Αφύγρανσης,Αξεσουάρ Αφύγρανσης,https://www.etranoulis.gr/klimatismos-thermansi/afygransh-ionistes/axeouar-afigranshs,active,exact_subcategory,direct_single,resources/templates/electronet/axesoyar_afygransis.json,1b7b74928d9ca17d64d4ef2f6f6212508da38b36e7ebfc29c95191ae8b7df974,2,5,Γενικά Χαρακτηριστικά,Συμβατότητα Inventor,2,https://www.etranoulis.gr/klimatismos-thermansi/afygransh-ionistes/axeouar-afigranshs/inventor-filtro-afygranthra-atm-25l-f-atmosphere
sha1:e35576dce187b28f318389d1ec722465b8584da0,afygrantires,afygrantires_electronet_labels_v1,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ > Αφύγρανση Ιονιστές > Αφυγραντήρες,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ,Αφύγρανση Ιονιστές,Αφυγραντήρες,Αφυγραντήρες,Αφυγραντήρες,https://www.etranoulis.gr/klimatismos-thermansi/afygransh-ionistes/afygranthres,active,exact_subcategory,direct_single,resources/templates/electronet/afygrantires.json,15a509955afffe69cf9c74a8ba35907b191bf4565eb6e901d5e55ebc39120b05,4,28,Γενικά χαρακτηριστικά,Εγγύηση Κατασκευαστή,2,https://www.etranoulis.gr/klimatismos-thermansi/afygransh-ionistes/afygranthres/afygrantiras-inventor-melody-mdionwd20l-20lt-ionistis-wifi
sha1:6ec2656bd801acf19878caade8c8fc69cf430679,katharistes_aera_ionistes,katharistes_aera_ionistes_electronet_labels_v1,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ > Αφύγρανση Ιονιστές > Καθαριστές Αέρα Ιονιστές,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ,Αφύγρανση Ιονιστές,Καθαριστές Αέρα Ιονιστές,Καθαριστές Αέρα Ιονιστές,Καθαριστές Αέρα Ιονιστές,https://www.etranoulis.gr/klimatismos-thermansi/afygransh-ionistes/katharistes-aera-ionistes,active,exact_subcategory,direct_single,resources/templates/electronet/katharistes_aera_ionistes.json,369e163f2f34bd54bd300f928c7a4684d8720adfc116e9f23c76797578c77375,3,14,Γενικά Χαρακτηριστικά,Εγγύηση προμηθευτή,1,https://www.electronet.gr/klimatismos-thermansi/afygransi-katharismos-aera/katharistes-aera-ionistes/katharistis-aera-inventor-qlt-500
sha1:a2b036aa0df4f9cd0cf4eb2af88f734ba71ec05d,entomoapothitika,entomoapothitika_electronet_labels_v1,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ > Εντομοαπωθητικά > -,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ,Εντομοαπωθητικά,,ΕΝΤΟΜΟΑΠΩΘΗΤΙΚΑ,ΕΝΤΟΜΟΑΠΩΘΗΤΙΚΑ,https://www.etranoulis.gr/klimatismos-thermansi/entomoapothitika,active,exact_subcategory,direct_single,resources/templates/electronet/entomoapothitika.json,ecaf28a71232848bb01beea533a9b2e865032ae7bb2c69f7aaca238c1f0dc0e1,3,6,Διαστάσεις,Βάθος,1,https://www.etranoulis.gr/klimatismos-thermansi/entomoapothitika/hlektrikh-entomopagida-primo-vn-01-60w
sha1:ee2d4229f39aa14ec83ead5a2e67608a6bd90059,iliakoi_thermosifones,iliakoi_thermosifones_electronet_labels_v1,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ > Ηλιακοί Θερμοσίφωνες > -,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ,Ηλιακοί Θερμοσίφωνες,,ΗΛΙΑΚΟΙ ΘΕΡΜΟΣΙΦΩΝΕΣ,ΗΛΙΑΚΟΙ ΘΕΡΜΟΣΙΦΩΝΕΣ,https://www.etranoulis.gr/klimatismos-thermansi/hliakoi-thermosifones,active,exact_subcategory,direct_single,resources/templates/electronet/iliakoi_thermosifones.json,283ebebb6cb92b70553d05e211db997328fdf0936615d3a80629955701adac35,1,9,Επισκόπηση Προϊόντος,Εγγύηση προμηθευτή,1,https://www.electronet.gr/klimatismos-thermansi/thermosifones/hliakoi-thermosifones/iliakos-thermosifonas-pyramis-premium-160lt-diplis-energeias-1x23m2
sha1:206762c8d1345213a83268c2ea95527cb9e4166d,aerotherma,aerotherma_electronet_labels_v1,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ > Θερμαντικά > Αερόθερμα,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ,Θερμαντικά,Αερόθερμα,Αερόθερμα,Αερόθερμα,https://www.etranoulis.gr/klimatismos-thermansi/thermantika/aerotherma,active,exact_subcategory,direct_single,resources/templates/electronet/aerotherma.json,02220a9f1c1a6493dca54eba484c012e2e624a516acde16216aed3a49d98a13a,2,20,Γενικά Χαρακτηριστικά,Χρώμα,2,https://www.etranoulis.gr/klimatismos-thermansi/thermantika/aerotherma/kerosun-aerothermo-domatioy-dapedou-kfh-19c-1000w
sha1:3e31a94f35670109d8eaf413bf757d2cf1e67d6f,ilektrika_ypostromata,ilektrika_ypostromata_electronet_labels_v1,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ > Θερμαντικά > Ηλεκτρικά Υποστρώματα,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ,Θερμαντικά,Ηλεκτρικά Υποστρώματα,Ηλεκτρικά Υποστρώματα,Ηλεκτρικά Υποστρώματα,https://www.etranoulis.gr/index.php?route=product/category&path=194_197_311,active,exact_subcategory,direct_single,resources/templates/electronet/ilektrika_ypostromata.json,06bfdd39c7e1c087e21c28185627e9eb16f272ff1f14a8e3740dd67d0f1749a7,4,17,Γενικά Χαρακτηριστικά,Εγγύηση Κατασκευαστή,1,https://www.electronet.gr/klimatismos-thermansi/thermantika/ilektrikes-koybertes/ypostroma-solac-norway-ct8627
sha1:7760334a31b67f6837c72d28c89d615d729a2024,ilektrikes_koyvertes,ilektrikes_koyvertes_electronet_labels_v1,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ > Θερμαντικά > Ηλεκτρικές Κουβέρτες,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ,Θερμαντικά,Ηλεκτρικές Κουβέρτες,Ηλεκτρικές Κουβέρτες,Ηλεκτρικές Κουβέρτες,https://www.etranoulis.gr/klimatismos-thermansi/thermantika/hlektrikes-kouvertes,active,exact_subcategory,direct_single,resources/templates/electronet/ilektrikes_koyvertes.json,714a5311b8e29e22ba2a388e34c932b6a4f9300373f5d854c4ab9618ba731cb0,4,17,Γενικά Χαρακτηριστικά,Εγγύηση Κατασκευαστή,1,https://www.etranoulis.gr/klimatismos-thermansi/thermantika/hlektrikes-kouvertes/hlektrikh-koyberta-monh-plenomenh-imetec-relaxy-334238
sha1:5f832996b312e5da9dcea2ce3fc2f05259b4e5cd,thermastres_carbon,thermastres_carbon_electronet_labels_v1,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ > Θερμαντικά > Θερμάστρες Carbon,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ,Θερμαντικά,Θερμάστρες Carbon,Θερμάστρες Carbon,Θερμάστρες Carbon,https://www.etranoulis.gr/index.php?route=product/category&path=194_197_312,active,exact_subcategory,direct_single,resources/templates/electronet/thermastres_carbon.json,b23523f550d8aafac2bed386523b12f1926a6061383b6604c904e79b07bc9bde,2,17,Γενικά Χαρακτηριστικά,Εγγύηση προμηθευτή,1,https://www.electronet.gr/klimatismos-thermansi/thermantika/alogonoy-halazia/thermastra-primo-carbon-prch-81032-900-watt
sha1:6a7e0115d9f93d45ca2d0b6e881806a9c9a8b788,thermastres_petrelaioy,thermastres_petrelaioy_electronet_labels_v1,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ > Θερμαντικά > Θερμάστρες Πετρελαίου,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ,Θερμαντικά,Θερμάστρες Πετρελαίου,Θερμάστρες Πετρελαίου,Θερμάστρες Πετρελαίου,https://www.etranoulis.gr/klimatismos-thermansi/thermantika/thermastres-petrelaiou,active,exact_subcategory,direct_single,resources/templates/electronet/thermastres_petrelaioy.json,bc9ef16ebb6f735f50a4b3ccd3b70bac2c4781a2de3852ebc8ba69fc58971dc5,2,9,Γενικά Χαρακτηριστικά,Χρώμα,1,https://www.electronet.gr/klimatismos-thermansi/thermantika/thermastres-petrelaioy/thermastra-petrelaioy-kerosun-inventer-lc-56
sha1:a3420a9c733eee1c3b6025f4e345d5274b12bff7,thermantika_ygraerioy,thermantika_ygraerioy_electronet_labels_v1,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ > Θερμαντικά > Θερμαντικά Υγραερίου,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ,Θερμαντικά,Θερμαντικά Υγραερίου,Θερμαντικά Υγραερίου,Θερμαντικά Υγραερίου,https://www.etranoulis.gr/klimatismos-thermansi/thermantika/thermantika-ygraeriou,active,exact_subcategory,direct_single,resources/templates/electronet/thermantika_ygraerioy.json,8e96d2968629e3a84ef007ff523e4487ccbe6aacb088ba582094c395f148217d,1,11,Γενικά,Ύψος,1,https://www.etranoulis.gr/klimatismos-thermansi/thermantika/thermantika-ygraeriou/bronx=bl-4200c-keramiki_sompa-4200W
sha1:cc328da42987deda50b22ee30fe6ee9057b09c02,thermopompoi,thermopompoi_electronet_labels_v1,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ > Θερμαντικά > Θερμοπομποί,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ,Θερμαντικά,Θερμοπομποί,Θερμοπομποί,Θερμοπομποί,https://www.etranoulis.gr/klimatismos-thermansi/thermantika/thermopompoi,active,exact_subcategory,direct_single,resources/templates/electronet/thermopompoi.json,19050d1404a92906ac7a5335831be73d212aebb0eebebc40571e3b30f80aa9cd,3,21,Γενικά,Εγγύηση προμηθευτή,2,https://www.etranoulis.gr/klimatismos-thermansi/thermantika/thermopompoi/rohnson-r-087-genius-wi-fi-thermopompos-mica-2000w-mayro
sha1:9944ff816b3ef8b95601ec993cc67ef7c38701b4,kalorifer,kalorifer_electronet_labels_v1,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ > Θερμαντικά > Καλοριφέρ,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ,Θερμαντικά,Καλοριφέρ,Καλοριφέρ,Καλοριφέρ,https://www.etranoulis.gr/klimatismos-thermansi/thermantika/kalorifer,active,exact_subcategory,direct_single,resources/templates/electronet/kalorifer.json,40cd6546b9c3487ebe85c7e33d0828ce896e64851a4a37898f5804cd8b90a46e,2,17,Γενικά Χαρακτηριστικά,Βάρος συσκευής σε κιλά,1,https://www.electronet.gr/klimatismos-thermansi/thermantika/kalorifer-ladioy/kalorifer-ladioy-delonghi-trdx4-1025e-2500-watt
sha1:6c5e1b90b919f52fe8d00ba2d9edaafdf6c238e2,xalazia,xalazia_electronet_labels_v1,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ > Θερμαντικά > Χαλαζία,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ,Θερμαντικά,Χαλαζία,Χαλαζία,Χαλαζία,https://www.etranoulis.gr/klimatismos-thermansi/thermantika/xalazia,active,exact_subcategory,direct_single,resources/templates/electronet/xalazia.json,e60b4c59d8717e6751ffbe124bc8b8cef1e2d48de0017d35a07c22c364baadfa,2,17,Γενικά Χαρακτηριστικά,Εγγύηση προμηθευτή,1,https://www.etranoulis.gr/klimatismos-thermansi/thermantika/xalazia/thermastra-xalazia-primo-prqh-81051-1600w-2-epipeda-asfaleia
sha1:53d36eac94f2e7f3456855776ae38b0f5a20e7c0,klimatistika,klimatistika_electronet_labels_v1,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ > Κλιματιστικά > -,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ,Κλιματιστικά,,Κλιματιστικά,Κλιματιστικά,https://www.etranoulis.gr/klimatismos-thermansi/klimatistika,active,exact_subcategory,direct_single,resources/templates/electronet/klimatistika.json,b2edbc15c8e7359e4422b94f0cd16ab7848233502ee816024a37d2e7fa0b3e37,7,40,Γενικά Χαρακτηριστικά,Χώρα κατασκευής,2,https://www.etranoulis.gr/klimatismos-thermansi/klimatistika/bosch-serie-6-asi18aw31-aso18aw31-klimatistiko-18000btu-a-plus-plus-a-plus
sha1:17702a04704e05a704b98e35ccaf43fcda307bf6,axesoyar_klimatistikon,axesoyar_klimatistikon_electronet_labels_v1,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ > Κλιματιστικά > Αξεσουάρ Κλιματιστικών,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ,Κλιματιστικά,Αξεσουάρ Κλιματιστικών,Αξεσουάρ Κλιματιστικών,Αξεσουάρ Κλιματιστικών,https://www.etranoulis.gr/klimatismos-thermansi/klimatistika/aksesouar-klimatistikwn,manual_only,exact_subcategory,manual_only,resources/templates/electronet/axesoyar_klimatistikon.json,4b6fe66973a4b5b0d148d61b315931bfaed44b0e5075eafda6a45cd71d34e780,1,1,TODO,NEEDS_MANUAL_LABELS,0,
sha1:b4db79bf6808680ebf82affa112a178df12b94d7,ntoylapes,ntoylapes_electronet_labels_v1,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ > Κλιματιστικά > Ντουλάπες,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ,Κλιματιστικά,Ντουλάπες,Ντουλάπες,Ντουλάπες,https://www.etranoulis.gr/klimatismos-thermansi/klimatistika/ntoulapes,active,exact_subcategory,direct_single,resources/templates/electronet/ntoylapes.json,c7e9e176ea0e0c809d59c05e6e31456e84f8470ab5c1564160bc8ecf3f82f1b6,7,40,Γενικά Χαρακτηριστικά,Χώρα κατασκευής,1,https://www.electronet.gr/klimatismos-thermansi/klimatistika/ntoylapes/ac-inventor-v6fi-60v6fo-60-48000-btu
sha1:623b1eb793d26176ad391cdf287ac8cd5cf7f759,toixoy,toixoy_electronet_labels_v1,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ > Κλιματιστικά > Τοίχου,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ,Κλιματιστικά,Τοίχου,Τοίχου,Τοίχου,https://www.etranoulis.gr/klimatismos-thermansi/klimatistika/toixou,active,exact_subcategory,direct_single,resources/templates/electronet/toixoy.json,34b40612d3cb775e47215ea43fc5fecda9163739745151807dc12cdb859c7a26,7,40,Γενικά Χαρακτηριστικά,Χώρα κατασκευής,2,https://www.etranoulis.gr/klimatismos-thermansi/klimatistika/toixou/bosch-serie-6-asi18aw31-aso18aw31-klimatistiko-18000btu-a-plus-plus-a-plus
sha1:987219efe1f4c08a696a12d8f7deff810e1547d2,forita,forita_electronet_labels_v1,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ > Κλιματιστικά > Φορητά,ΚΛΙΜΑΤΙΣΜΟΣ ΘΕΡΜΑΝΣΗ,Κλιματιστικά,Φορητά,Φορητά,Φορητά,https://www.etranoulis.gr/klimatismos-thermansi/klimatistika/forita,active,exact_subcategory,direct_single,resources/templates/electronet/forita.json,eb54e87e80b8e6df2a29f2a16ccb407483cf8a78140b7bdd7a54a020311faf85,7,40,Γενικά Χαρακτηριστικά,Χώρα κατασκευής,2,https://www.etranoulis.gr/klimatismos-thermansi/klimatistika/forita/forito-klimatistiko-inventor-magic-m3gco290-09-9000btu
sha1:3943ddd78c2ad76147c2cbc60c024abc21466273,axesoyar_oikiakon_syskeyon,axesoyar_oikiakon_syskeyon_electronet_labels_v1,ΟΙΚΙΑΚΕΣ ΣΥΣΚΕΥΕΣ > Αξεσουάρ Οικιακών Συσκευών > -,ΟΙΚΙΑΚΕΣ ΣΥΣΚΕΥΕΣ,Αξεσουάρ Οικιακών Συσκευών,,Αξεσουάρ Οικιακών Συσκευών,Αξεσουάρ Οικιακών Συσκευών,https://www.etranoulis.gr/oikiakes-syskeues/aksesouar-oikiakwn-syskeuwn,active,exact_subcategory,direct_single,resources/templates/electronet/axesoyar_oikiakon_syskeyon.json,98cd40d15de17a3b9f210b0e0a8800bf60d4c65245c2eb6920a73b5d9af2b1b2,3,5,Διαστάσεις,Βάθος,2,https://www.etranoulis.gr/oikiakes-syskeues/aksesouar-oikiakwn-syskeuwn/set-leitoyrgeias-anakykloshs-aera-aporrofhthra-bosch-dsz4565
sha1:3cdbbef148abc8b523bec832dfd18263ece0e9c0,aporrofitires,aporrofitires_electronet_labels_v1,ΟΙΚΙΑΚΕΣ ΣΥΣΚΕΥΕΣ > Απορροφητήρες > -,ΟΙΚΙΑΚΕΣ ΣΥΣΚΕΥΕΣ,Απορροφητήρες,,Απορροφητήρες,Απορροφητήρες,https://www.etranoulis.gr/oikiakes-syskeues/aporrofhthres,active,exact_subcategory,direct_single,resources/templates/electronet/aporrofitires.json,c84aa8bb99bbd663e4d0af881a8dc63c31a731d1e39f2201d919b30c4a0e54a2,3,26,Γενικά Χαρακτηριστικά,Εγγύηση Κατασκευαστή,2,https://www.etranoulis.gr/oikiakes-syskeues/aporrofhthres/folding-hood-bosch-dem66ac00-gray-60-cm
sha1:a87d9b150ccedc34b311b9395f27519f35c567b6,esties,esties_electronet_labels_v1,ΟΙΚΙΑΚΕΣ ΣΥΣΚΕΥΕΣ > Εντοιχιζόμενες Συσκευές > Εστίες,ΟΙΚΙΑΚΕΣ ΣΥΣΚΕΥΕΣ,Εντοιχιζόμενες Συσκευές,Εστίες,Εστίες,Εστίες,https://www.etranoulis.gr/oikiakes-syskeues/entoixizomenes-syskeues/esties,active,exact_subcategory,direct_single,resources/templates/electronet/esties.json,3db7b987286392881ac79e842bf7ac0068cbe80fcafec375435e94390f28f849,4,30,Γενικά Χαρακτηριστικά,Εγγύηση Κατασκευαστή,2,https://www.etranoulis.gr/oikiakes-syskeues/entoixizomenes-syskeues/esties/keramikh-estia-bosch-nkf645ga2e
sha1:a26f3e823ea6afa6e02ee5453f9c2f03c020c581,entoixizomenoi_katapsyktes,entoixizomenoi_katapsyktes_electronet_labels_v1,ΟΙΚΙΑΚΕΣ ΣΥΣΚΕΥΕΣ > Εντοιχιζόμενες Συσκευές > Καταψύκτες,ΟΙΚΙΑΚΕΣ ΣΥΣΚΕΥΕΣ,Εντοιχιζόμενες Συσκευές,Καταψύκτες,Εντοιχιζόμενοι Καταψύκτες,Εντοιχιζόμενοι Καταψύκτες,https://www.etranoulis.gr/oikiakes-syskeues/entoixizomenes-syskeues/en-katapsyktes,active,exact_subcategory,direct_single,resources/templates/electronet/entoixizomenoi_katapsyktes.json,38875439969b7a17603f06f018d2bc2fc3dd50e8ac5fde37d264b165c9b966b3,4,31,Γενικά Χαρακτηριστικά,Εγγύηση Κατασκευαστή,1,https://www.electronet.gr/oikiakes-syskeyes/entoihizomenes/katapsyktes/katapsyktis-orthios-liebherr-sifne-5108-e
sha1:751f5fd45736db6e5c78a618e736c93a96645813,entoixizomena_mikrokymaton,entoixizomena_mikrokymaton_electronet_labels_v1,ΟΙΚΙΑΚΕΣ ΣΥΣΚΕΥΕΣ > Εντοιχιζόμενες Συσκευές > Μικροκυμάτων,ΟΙΚΙΑΚΕΣ ΣΥΣΚΕΥΕΣ,Εντοιχιζόμενες Συσκευές,Μικροκυμάτων,Εντοιχιζόμενα Μικροκυμάτων,Εντοιχιζόμενα Μικροκυμάτων,https://www.etranoulis.gr/oikiakes-syskeues/entoixizomenes-syskeues/mikrokymatwn,active,exact_subcategory,direct_single,resources/templates/electronet/entoixizomena_mikrokymaton.json,20151a89afe19d89a43c2abc93e7523b5d1bb7fb576419faca253f41884ff13a,4,28,Γενικά Χαρακτηριστικά,Εγγύηση Κατασκευαστή,2,https://www.etranoulis.gr/oikiakes-syskeues/entoixizomenes-syskeues/mikrokymatwn/foyrnos-entoihizomenos-bosch-BEL7321B1
sha1:7a7ac48d6ecb591fc9ded17f8262dceb001cb128,entoixizomena_plyntiria_piaton,entoixizomena_plyntiria_piaton_electronet_labels_v1,ΟΙΚΙΑΚΕΣ ΣΥΣΚΕΥΕΣ > Εντοιχιζόμενες Συσκευές > Πλυντήρια Πιάτων,ΟΙΚΙΑΚΕΣ ΣΥΣΚΕΥΕΣ,Εντοιχιζόμενες Συσκευές,Πλυντήρια Πιάτων,Εντοιχιζόμενα Πλυντήρια Πιάτων,Εντοιχιζόμενα Πλυντήρια Πιάτων,https://www.etranoulis.gr/oikiakes-syskeues/entoixizomenes-syskeues/en-plynthria-piatwn,active,exact_subcategory,direct_single,resources/templates/electronet/entoixizomena_plyntiria_piaton.json,7743d091e5a967ffbaa6be6086f34899d47ee57828c6805d6a17bc76806a1505,5,25,Γενικά χαρακτηριστικά,Διαστάσεις Συσκευής σε Εκατοστά (Υ χ Π χ Β),2,https://www.etranoulis.gr/oikiakes-syskeues/entoixizomenes-syskeues/en-plynthria-piatwn/Entoixizomeno-plynthrio-piaton-Bosch-SMI4ECS08E-60cm
